State,Action,Reward
"(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",300.01
"(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",334.04
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-124.91
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-6084.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-4088.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",327.1
"(('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 1), ('StdReg', 1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 1), ('StdReg', 1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-597.9300000000001
"(('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2151.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 0), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2548.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-4134.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-3277.9700000000003
"(('ExpReg', -1), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-1655.9
"(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",324.05
"(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-901.98
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-118.91
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2561.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-865.94
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2854.99
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', -2), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-5694.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-111.91999999999999
"(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('SpdReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-955.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', -1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2548.0
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-3354.0
"(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 1), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",307.04999999999995
"(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-88.94
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-2917.96
"(('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('SpdReg', 0), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",330.02
"(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 1), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",307.09000000000003
"(('ExpReg', -1), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 0), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))","(('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('ExpReg', 1), ('StdReg', 2), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3), ('StdReg', 3))",-1740.99
